Time,ACCx_taR,ACCy_taR,ACCz_taR,GYRx_taR,GYRy_taR,GYRz_taR,ACCx_taL,ACCy_taL,ACCz_taL,GYRx_taL,GYRy_taL,GYRz_taL
0.08,8.574647692307693,-4.579470769230768,3.0417076923076927,-0.0668015384615384,-0.0017153846153846,-0.1083230769230769,8.150005583756345,-3.499000507614214,-3.613291370558376,-0.0404213197969543,-0.0219903553299492,0.003928426395939
0.081,8.575456923076924,-4.577187692307691,3.042076923076923,-0.0666953846153845,-0.0017538461538461,-0.1084307692307692,8.150126903553298,-3.498684263959392,-3.613267512690356,-0.0404390862944162,-0.0219989847715735,0.0039187817258883
0.082,8.576266153846154,-4.574904615384614,3.042446153846154,-0.0665892307692307,-0.0017923076923077,-0.1085384615384616,8.150248223350253,-3.4983680203045693,-3.6132436548223352,-0.0404568527918781,-0.0220076142131979,0.0039091370558375
0.083,8.577075384615386,-4.5726215384615365,3.042815384615385,-0.0664830769230768,-0.0018307692307692,-0.1086461538461539,8.150369543147207,-3.4980517766497465,-3.613219796954315,-0.04047461928934,-0.0220162436548223,0.0038994923857868
0.084,8.577884615384615,-4.57033846153846,3.043184615384616,-0.066376923076923,-0.0018692307692307,-0.1087538461538462,8.150490862944162,-3.497735532994924,-3.613195939086295,-0.040492385786802,-0.0220248730964466,0.003889847715736
0.085,8.578693846153847,-4.568055384615382,3.0435538461538463,-0.0662707692307691,-0.0019076923076923,-0.1088615384615385,8.150612182741115,-3.497419289340102,-3.6131720812182735,-0.0405101522842639,-0.022033502538071,0.0038802030456852
0.086,8.579503076923078,-4.565772307692306,3.043923076923077,-0.0661646153846153,-0.0019461538461538,-0.1089692307692308,8.15073350253807,-3.49710304568528,-3.613148223350254,-0.0405279187817258,-0.0220421319796954,0.0038705583756345
0.087,8.580312307692308,-4.563489230769229,3.044292307692308,-0.0660584615384614,-0.0019846153846154,-0.1090769230769231,8.150854822335026,-3.4967868020304573,-3.613124365482234,-0.0405456852791877,-0.0220507614213197,0.0038609137055837
0.088,8.58112153846154,-4.561206153846152,3.044661538461539,-0.0659523076923076,-0.0020230769230769,-0.1091846153846154,8.150976142131979,-3.496470558375635,-3.6131005076142135,-0.0405634517766497,-0.0220593908629441,0.003851269035533
0.089,8.58193076923077,-4.558923076923075,3.045030769230769,-0.0658461538461537,-0.0020615384615384,-0.1092923076923077,8.151097461928934,-3.4961543147208127,-3.613076649746193,-0.0405812182741116,-0.0220680203045685,0.0038416243654822
0.09,8.582740000000001,-4.556639999999998,3.0454000000000003,-0.0657399999999999,-0.0021,-0.1094000000000001,8.151218781725888,-3.4958380710659904,-3.613052791878173,-0.0405989847715735,-0.0220766497461928,0.0038319796954314
0.091,8.583549230769231,-4.554356923076921,3.0457692307692312,-0.065633846153846,-0.0021384615384615,-0.1095076923076924,8.151340101522843,-3.495521827411168,-3.613028934010152,-0.0406167512690355,-0.0220852791878172,0.0038223350253807
0.092,8.584358461538462,-4.552073846153844,3.046138461538462,-0.0655276923076922,-0.0021769230769231,-0.1096153846153847,8.151461421319796,-3.495205583756346,-3.613005076142132,-0.0406345177664974,-0.0220939086294416,0.0038126903553299
0.093,8.585167692307692,-4.549790769230767,3.0465076923076926,-0.0654215384615383,-0.0022153846153846,-0.109723076923077,8.151582741116751,-3.4948893401015235,-3.612981218274112,-0.0406522842639593,-0.0221025380710659,0.0038030456852792
0.094,8.585976923076924,-4.54750769230769,3.0468769230769235,-0.0653153846153845,-0.0022538461538461,-0.1098307692307693,8.151704060913705,-3.494573096446701,-3.6129573604060914,-0.0406700507614213,-0.0221111675126903,0.0037934010152284
0.095,8.586786153846155,-4.545224615384613,3.0472461538461544,-0.0652092307692306,-0.0022923076923077,-0.1099384615384616,8.15182538071066,-3.494256852791879,-3.612933502538071,-0.0406878172588832,-0.0221197969543147,0.0037837563451776
0.096,8.587595384615385,-4.542941538461536,3.0476153846153853,-0.0651030769230768,-0.0023307692307692,-0.1100461538461539,8.151946700507613,-3.4939406091370566,-3.612909644670051,-0.0407055837563451,-0.022128426395939,0.0037741116751269
0.097,8.588404615384617,-4.540658461538459,3.047984615384616,-0.0649969230769229,-0.0023692307692308,-0.1101538461538462,8.152068020304569,-3.4936243654822343,-3.612885786802031,-0.040723350253807,-0.0221370558375634,0.0037644670050761
0.098,8.589213846153847,-4.538375384615382,3.048353846153846,-0.0648907692307691,-0.0024076923076923,-0.1102615384615385,8.152189340101522,-3.493308121827412,-3.61286192893401,-0.040741116751269,-0.0221456852791878,0.0037548223350253
0.099,8.590023076923078,-4.5360923076923045,3.048723076923077,-0.0647846153846152,-0.0024461538461538,-0.1103692307692309,8.152310659898477,-3.4929918781725893,-3.61283807106599,-0.0407588832487309,-0.0221543147208121,0.0037451776649746
0.1,8.590832307692308,-4.533809230769228,3.049092307692308,-0.0646784615384614,-0.0024846153846154,-0.1104769230769232,8.15243197969543,-3.492675634517767,-3.6128142131979697,-0.0407766497461928,-0.0221629441624365,0.0037355329949238
0.101,8.59164153846154,-4.531526153846151,3.049461538461539,-0.0645723076923075,-0.0025230769230769,-0.1105846153846155,8.152553299492386,-3.4923593908629447,-3.612790355329949,-0.0407944162436548,-0.0221715736040609,0.0037258883248731
0.102,8.592450769230771,-4.529243076923074,3.04983076923077,-0.0644661538461537,-0.0025615384615385,-0.1106923076923078,8.15267461928934,-3.4920431472081224,-3.612766497461929,-0.0408121827411167,-0.0221802030456852,0.0037162436548223
0.103,8.59326,-4.526959999999997,3.0502000000000007,-0.0643599999999998,-0.0026,-0.1108000000000001,8.152795939086294,-3.4917269035533,-3.612742639593909,-0.0408299492385786,-0.0221888324873096,0.0037065989847715
0.104,8.594069230769232,-4.52467692307692,3.050569230769231,-0.064253846153846,-0.0026384615384615,-0.1109076923076924,8.152917258883248,-3.4914106598984778,-3.612718781725889,-0.0408477157360405,-0.0221974619289339,0.0036969543147208
0.105,8.594878461538462,-4.522393846153843,3.050938461538462,-0.0641476923076921,-0.0026769230769231,-0.1110153846153847,8.153038578680203,-3.4910944162436555,-3.612694923857868,-0.0408654822335025,-0.0222060913705583,0.00368730964467
0.106,8.595687692307694,-4.520110769230766,3.051307692307693,-0.0640415384615383,-0.0027153846153846,-0.111123076923077,8.153159898477156,-3.490778172588833,-3.612671065989848,-0.0408832487309644,-0.0222147208121827,0.0036776649746193
0.107,8.596496923076923,-4.517827692307689,3.051676923076924,-0.0639353846153844,-0.0027538461538462,-0.1112307692307694,8.153281218274111,-3.490461928934011,-3.612647208121828,-0.0409010152284263,-0.022223350253807,0.0036680203045685
0.108,8.597306153846155,-4.515544615384612,3.0520461538461543,-0.0638292307692306,-0.0027923076923077,-0.1113384615384617,8.153402538071065,-3.490145685279189,-3.612623350253808,-0.0409187817258883,-0.0222319796954314,0.0036583756345177
0.109,8.598115384615387,-4.513261538461535,3.052415384615385,-0.0637230769230767,-0.0028307692307692,-0.111446153846154,8.15352385786802,-3.4898294416243663,-3.612599492385787,-0.0409365482233502,-0.0222406091370558,0.003648730964467
0.11,8.598924615384616,-4.510978461538458,3.052784615384616,-0.0636169230769229,-0.0028692307692308,-0.1115538461538463,8.153645177664973,-3.489513197969544,-3.6125756345177664,-0.0409543147208121,-0.0222492385786801,0.0036390862944162
0.111,8.599733846153848,-4.508695384615381,3.053153846153847,-0.063510769230769,-0.0029076923076923,-0.1116615384615386,8.153766497461929,-3.4891969543147217,-3.612551776649746,-0.040972081218274,-0.0222578680203045,0.0036294416243654
0.112,8.600543076923078,-4.506412307692304,3.053523076923077,-0.0634046153846152,-0.0029461538461539,-0.1117692307692309,8.153887817258882,-3.4888807106599,-3.612527918781726,-0.040989847715736,-0.0222664974619289,0.0036197969543147
0.113,8.60135230769231,-4.504129230769227,3.0538923076923083,-0.0632984615384613,-0.0029846153846154,-0.1118769230769232,8.154009137055837,-3.488564467005077,-3.6125040609137056,-0.0410076142131979,-0.0222751269035532,0.0036101522842639
0.114,8.602161538461539,-4.50184615384615,3.0542615384615392,-0.0631923076923075,-0.0030230769230769,-0.1119846153846155,8.15413045685279,-3.4882482233502543,-3.612480203045685,-0.0410253807106598,-0.0222837563451776,0.0036005076142132
0.115,8.60297076923077,-4.499563076923073,3.05463076923077,-0.0630861538461536,-0.0030615384615385,-0.1120923076923078,8.154251776649746,-3.487931979695432,-3.612456345177665,-0.0410431472081218,-0.022292385786802,0.0035908629441624
0.116,8.603780000000002,-4.497279999999996,3.0550000000000006,-0.0629799999999998,-0.0031,-0.1122000000000001,8.1543730964467,-3.4876157360406097,-3.6124324873096447,-0.0410609137055837,-0.0223010152284263,0.0035812182741116
0.117,8.604589230769232,-4.494996923076919,3.0553692307692315,-0.0628738461538459,-0.0031384615384616,-0.1123076923076925,8.154494416243654,-3.4872994923857874,-3.612408629441624,-0.0410786802030456,-0.0223096446700507,0.0035715736040609
0.118,8.605398461538464,-4.492713846153842,3.0557384615384624,-0.0627676923076921,-0.0031769230769231,-0.1124153846153848,8.154615736040608,-3.486983248730965,-3.612384771573604,-0.0410964467005075,-0.0223182741116751,0.0035619289340101
0.119,8.606207692307693,-4.490430769230765,3.056107692307693,-0.0626615384615382,-0.0032153846153846,-0.1125230769230771,8.154737055837563,-3.486667005076143,-3.612360913705584,-0.0411142131979695,-0.0223269035532994,0.0035522842639594
0.12,8.607016923076925,-4.488147692307688,3.056476923076924,-0.0625553846153844,-0.0032538461538462,-0.1126307692307694,8.154858375634516,-3.4863507614213205,-3.612337055837564,-0.0411319796954314,-0.0223355329949238,0.0035426395939086
0.121,8.607826153846155,-4.485864615384611,3.0568461538461547,-0.0624492307692305,-0.0032923076923077,-0.1127384615384617,8.154979695431471,-3.486034517766498,-3.6123131979695433,-0.0411497461928933,-0.0223441624365482,0.0035329949238578
