Time,ACCx_taR,ACCy_taR,ACCz_taR,GYRx_taR,GYRy_taR,GYRz_taR,ACCx_taL,ACCy_taL,ACCz_taL,GYRx_taL,GYRy_taL,GYRz_taL
0.0,8.9495,-3.4764,-3.5865,-0.0811,-0.0032,0.0015,9.1219,-2.466,3.5338,-0.0405,-0.0262,0.0312
0.001,8.949573846153847,-3.476326153846154,-3.5865,-0.0810984615384615,-0.0031984615384615,0.0015123076923076,9.12200992366412,-2.4659633587786263,3.5337274809160304,-0.0405022900763358,-0.026206106870229,0.0311885496183206
0.002,8.949647692307693,-3.476252307692308,-3.5865,-0.081096923076923,-0.003196923076923,0.0015246153846153,9.122119847328245,-2.465926717557252,3.533654961832061,-0.0405045801526717,-0.026212213740458,0.0311770992366412
0.003,8.949721538461539,-3.4761784615384617,-3.5865,-0.0810953846153846,-0.0031953846153846,0.001536923076923,9.122229770992366,-2.465890076335878,3.5335824427480915,-0.0405068702290076,-0.026218320610687,0.0311656488549618
0.004,8.949795384615385,-3.476104615384616,-3.5865,-0.0810938461538461,-0.0031938461538461,0.0015492307692307,9.122339694656487,-2.465853435114504,3.533509923664122,-0.0405091603053435,-0.026224427480916,0.0311541984732824
0.005,8.949869230769231,-3.476030769230769,-3.5865,-0.0810923076923077,-0.0031923076923076,0.0015615384615384,9.12244961832061,-2.46581679389313,3.5334374045801527,-0.0405114503816793,-0.026230534351145,0.031142748091603
0.006,8.949943076923077,-3.475956923076923,-3.5865,-0.0810907692307692,-0.0031907692307692,0.0015738461538461,9.122559541984732,-2.465780152671756,3.533364885496183,-0.0405137404580152,-0.026236641221374,0.0311312977099236
0.007,8.950016923076923,-3.475883076923077,-3.5865,-0.0810892307692307,-0.0031892307692307,0.0015861538461538,9.122669465648857,-2.465743511450382,3.533292366412214,-0.0405160305343511,-0.026242748091603,0.0311198473282442
0.008,8.95009076923077,-3.4758092307692308,-3.5865,-0.0810876923076923,-0.0031876923076923,0.0015984615384615,9.122779389312978,-2.465706870229008,3.5332198473282443,-0.040518320610687,-0.026248854961832,0.0311083969465648
0.009,8.950164615384615,-3.4757353846153847,-3.5865,-0.0810861538461538,-0.0031861538461538,0.0016107692307692,9.1228893129771,-2.4656702290076336,3.5331473282442745,-0.0405206106870229,-0.026254961832061,0.0310969465648854
