Time,Sensor ID,Accel X (m/s^2),Accel Y (m/s^2),Accel Z (m/s^2),Gyro X (rad/s),Gyro Y (rad/s),Gyro Z (rad/s)
0.0,1.0,8.5186,-4.6735,3.055,-0.0755,0.0019,-0.06
0.001,1.0,8.519273437499999,-4.6726015625,3.0547,-0.075390625,0.001853125,-0.060728124999999994
0.002,1.0,8.519946874999999,-4.671703125,3.0544000000000002,-0.07528125,0.0018062500000000001,-0.06145625
0.003,1.0,8.5206203125,-4.6708046874999996,3.0541,-0.075171875,0.001759375,-0.06218437499999999
0.004,1.0,8.52129375,-4.6699062499999995,3.0538000000000003,-0.0750625,0.0017125,-0.0629125
0.005,1.0,8.5219671875,-4.669007812499999,3.0535,-0.074953125,0.0016656250000000002,-0.06364062499999999
0.006,1.0,8.522640625,-4.668109374999999,3.0532000000000004,-0.07484375,0.0016187500000000002,-0.06436874999999999
0.007,1.0,8.523314062499999,-4.6672109375,3.0529,-0.074734375,0.0015718750000000004,-0.065096875
0.008,1.0,8.523987499999999,-4.6663125,3.0526,-0.074625,0.0015250000000000003,-0.065825
0.009000000000000001,1.0,8.5246609375,-4.6654140625,3.0523000000000002,-0.074515625,0.0014781250000000003,-0.06655312499999999
0.01,1.0,8.525334375,-4.664515625,3.052,-0.07440625,0.0014312500000000004,-0.06728124999999999
0.011,1.0,8.5260078125,-4.6636171875,3.0517000000000003,-0.074296875,0.0013843750000000006,-0.06800937499999998
0.012,1.0,8.52668125,-4.66271875,3.0514,-0.0741875,0.0013375000000000006,-0.06873749999999999
0.013000000000000001,1.0,8.527354687499999,-4.6618203125,3.0511,-0.074078125,0.0012906250000000005,-0.06946562499999999
0.014,1.0,8.528028124999999,-4.660921875,3.0508,-0.07396875,0.0012437500000000005,-0.07019374999999999
0.015,1.0,8.5287015625,-4.6600234375,3.0505,-0.073859375,0.0011968750000000007,-0.070921875
0.016,1.0,8.529375,-4.6591249999999995,3.0502000000000002,-0.07375,0.0011500000000000006,-0.07164999999999999
0.017,1.0,8.5300484375,-4.6582265624999994,3.0499,-0.073640625,0.0011031250000000008,-0.07237812499999999
0.018000000000000002,1.0,8.530721875,-4.657328124999999,3.0496000000000003,-0.07353125,0.0010562500000000008,-0.07310624999999998
0.019,1.0,8.531395312499999,-4.656429687499999,3.0493,-0.073421875,0.0010093750000000007,-0.07383437499999998
0.02,1.0,8.532068749999999,-4.65553125,3.049,-0.0733125,0.0009625000000000008,-0.07456249999999999
0.021,1.0,8.5327421875,-4.6546328125,3.0487,-0.07320312500000001,0.0009156250000000009,-0.07529062499999999
0.022,1.0,8.533415625,-4.653734375,3.0484,-0.07309375,0.000868750000000001,-0.07601874999999998
0.023,1.0,8.5340890625,-4.6528359375,3.0481000000000003,-0.072984375,0.000821875000000001,-0.07674687499999998
0.024,1.0,8.5347625,-4.6519375,3.0478,-0.07287500000000001,0.000775000000000001,-0.07747499999999999
0.025,1.0,8.535435937499999,-4.6510390625,3.0475000000000003,-0.072765625,0.0007281250000000009,-0.07820312499999998
0.026000000000000002,1.0,8.536109374999999,-4.650140625,3.0472,-0.07265625,0.0006812500000000009,-0.07893124999999998
0.027,1.0,8.5367828125,-4.6492421875,3.0469,-0.07254687500000001,0.000634375000000001,-0.07965937499999998
0.028,1.0,8.53745625,-4.6483437499999996,3.0466,-0.0724375,0.0005875000000000012,-0.08038749999999997
0.029,1.0,8.5381296875,-4.6474453124999995,3.0463,-0.07232812500000001,0.0005406250000000012,-0.08111562499999998
0.03,1.0,8.538803125,-4.646546874999999,3.0460000000000003,-0.07221875,0.0004937500000000013,-0.08184374999999998
0.031,1.0,8.539476562499999,-4.645648437499999,3.0457,-0.072109375,0.0004468750000000013,-0.08257187499999998
0.032,1.0,8.540149999999999,-4.64475,3.0454000000000003,-0.07200000000000001,0.00040000000000000127,-0.08329999999999999
0.033,1.0,8.5408234375,-4.6438515625,3.0451,-0.071890625,0.0003531250000000012,-0.08402812499999998
0.034,1.0,8.541496875,-4.642953125,3.0448,-0.07178125,0.0003062500000000014,-0.08475624999999998
0.035,1.0,8.5421703125,-4.6420546875,3.0445,-0.07167187500000001,0.00025937500000000136,-0.08548437499999997
0.036000000000000004,1.0,8.54284375,-4.64115625,3.0442,-0.0715625,0.00021250000000000132,-0.08621249999999997
0.037,1.0,8.543517187499999,-4.6402578125,3.0439000000000003,-0.071453125,0.0001656250000000017,-0.08694062499999997
