Time,Sensor ID,Accel X (m/s^2),Accel Y (m/s^2),Accel Z (m/s^2),Gyro X (rad/s),Gyro Y (rad/s),Gyro Z (rad/s)
0.0,1.0,8.9495,-3.4764,-3.5865,-0.0811,-0.0032,0.0015
0.001,1.0,8.949573846153847,-3.476326153846154,-3.5865,-0.08109846153846155,-0.003198461538461539,0.00151230769230769
0.002,1.0,8.949647692307693,-3.4762523076923078,-3.5865,-0.08109692307692308,-0.0031969230769230777,0.0015246153846153801
0.003,1.0,8.949721538461539,-3.4761784615384617,-3.5865,-0.08109538461538462,-0.0031953846153846164,0.0015369230769230703
0.004,1.0,8.949795384615385,-3.4761046153846156,-3.5865,-0.08109384615384616,-0.003193846153846155,0.0015492307692307602
0.005,1.0,8.949869230769231,-3.476030769230769,-3.5865,-0.0810923076923077,-0.003192307692307694,0.0015615384615384502
0.006,1.0,8.949943076923077,-3.475956923076923,-3.5865,-0.08109076923076924,-0.0031907692307692327,0.0015738461538461403
0.007,1.0,8.950016923076923,-3.475883076923077,-3.5865,-0.08108923076923077,-0.0031892307692307715,0.0015861538461538305
0.008,1.0,8.95009076923077,-3.4758092307692308,-3.5865,-0.08108769230769232,-0.00318769230769231,0.0015984615384615204
0.009000000000000001,1.0,8.950164615384615,-3.4757353846153847,-3.5865,-0.08108615384615385,-0.003186153846153849,0.0016107692307692103
0.01,1.0,8.950238461538461,-3.4756615384615386,-3.5865,-0.0810846153846154,-0.0031846153846153877,0.0016230769230769005
0.011,1.0,8.950312307692307,-3.4755876923076925,-3.5865,-0.08108307692307692,-0.0031830769230769265,0.0016353846153845904
0.012,1.0,8.950386153846154,-3.4755138461538464,-3.5865,-0.08108153846153847,-0.0031815384615384652,0.0016476923076922806
0.013000000000000001,1.0,8.95046,-3.4754400000000003,-3.5865,-0.08108000000000001,-0.0031800000000000036,0.0016599999999999705
0.014,1.0,8.950533846153846,-3.4753661538461538,-3.5865,-0.08107846153846154,-0.0031784615384615423,0.0016723076923076607
0.015,1.0,8.950607692307692,-3.4752923076923077,-3.5865,-0.08107692307692309,-0.003176923076923081,0.0016846153846153506
0.016,1.0,8.950681538461538,-3.4752184615384616,-3.5865,-0.08107538461538462,-0.00317538461538462,0.0016969230769230408
0.017,1.0,8.950755384615384,-3.4751446153846155,-3.5865,-0.08107384615384616,-0.0031738461538461586,0.0017092307692307307
0.018000000000000002,1.0,8.95082923076923,-3.4750707692307694,-3.5865,-0.08107230769230771,-0.0031723076923076974,0.0017215384615384209
0.019,1.0,8.950903076923076,-3.4749969230769233,-3.5865,-0.08107076923076924,-0.003170769230769236,0.0017338461538461108
0.02,1.0,8.950976923076922,-3.4749230769230772,-3.5865,-0.08106923076923078,-0.003169230769230775,0.001746153846153801
0.021,1.0,8.951050769230768,-3.474849230769231,-3.5865,-0.08106769230769231,-0.0031676923076923136,0.001758461538461491
0.022,1.0,8.951124615384616,-3.474775384615385,-3.5865,-0.08106615384615386,-0.0031661538461538524,0.001770769230769181
0.023,1.0,8.951198461538462,-3.474701538461539,-3.5865,-0.0810646153846154,-0.003164615384615391,0.0017830769230768712
0.024,1.0,8.951272307692308,-3.4746276923076924,-3.5865,-0.08106307692307693,-0.00316307692307693,0.0017953846153845611
0.025,1.0,8.951346153846155,-3.4745538461538463,-3.5865,-0.08106153846153848,-0.0031615384615384687,0.001807692307692251
0.026000000000000002,1.0,8.95142,-3.4744800000000002,-3.5865,-0.08106000000000001,-0.0031600000000000074,0.0018199999999999412
0.027,1.0,8.951493846153847,-3.474406153846154,-3.5865,-0.08105846153846155,-0.003158461538461546,0.0018323076923076312
0.028,1.0,8.951567692307693,-3.474332307692308,-3.5865,-0.0810569230769231,-0.003156923076923085,0.0018446153846153213
0.029,1.0,8.951641538461539,-3.474258461538462,-3.5865,-0.08105538461538463,-0.0031553846153846237,0.0018569230769230113
0.03,1.0,8.951715384615385,-3.474184615384616,-3.5865,-0.08105384615384617,-0.0031538461538461625,0.0018692307692307014
0.031,1.0,8.951789230769231,-3.47411076923077,-3.5865,-0.0810523076923077,-0.003152307692307701,0.0018815384615383914
0.032,1.0,8.951863076923077,-3.4740369230769237,-3.5865,-0.08105076923076925,-0.00315076923076924,0.0018938461538460815
0.033,1.0,8.951936923076923,-3.473963076923077,-3.5865,-0.08104923076923078,-0.0031492307692307787,0.0019061538461537715
0.034,1.0,8.95201076923077,-3.473889230769231,-3.5865,-0.08104769230769232,-0.0031476923076923175,0.0019184615384614616
0.035,1.0,8.952084615384615,-3.473815384615385,-3.5865,-0.08104615384615386,-0.0031461538461538562,0.0019307692307691518
0.036000000000000004,1.0,8.952158461538462,-3.473741538461539,-3.5865,-0.0810446153846154,-0.003144615384615395,0.0019430769230768417
0.037,1.0,8.952232307692308,-3.473667692307693,-3.5865,-0.08104307692307694,-0.0031430769230769333,0.0019553846153845316
0.038,1.0,8.952306153846154,-3.4735938461538467,-3.5865,-0.08104153846153847,-0.003141538461538472,0.0019676923076922216
0.039,1.0,8.95238,-3.4735200000000006,-3.5865,-0.08104000000000001,-0.003140000000000011,0.001979999999999912
0.04,1.0,8.952453846153846,-3.4734461538461545,-3.5865,-0.08103846153846156,-0.0031384615384615496,0.001992307692307602
0.041,1.0,8.952527692307692,-3.4733723076923084,-3.5865,-0.08103692307692309,-0.0031369230769230884,0.002004615384615292
0.042,1.0,8.952601538461538,-3.473298461538462,-3.5865,-0.08103538461538463,-0.003135384615384627,0.002016923076922982
